title,label
네 많이 주세요,26
애플파이 하나도 같이 포장해주세요,0
포인트 적립해주세요,0
아메리카노 한잔 얼마인가요?,2
아메리카노 한잔 주세요,24
아이스로 부탁드려요,0
제휴카드로 할인 가능한가요,0
네 그럼 할인 적용해주세요,59
아이스 아메리카노 한 잔이요,13
네 매장에서 마시고 갈게요,0
카카오 파이로 계산할게요,67
네 없습니다,31
그냥 버려주세요,4
아메리카노 따뜻한 걸로 주세요,69
샷 추가되나요?,0
네 추가해 주세요,19
화장실 비밀번호가 어떻게 돼요?,40
따뜻한 물 한잔 주세요,82
돌체 라테 하나 주세요,66
네 그리고 두유로 바꿔주세요,0
톨 사이즈로 해주세요,44
네 없어요,0
네 여기요,44
겨울인데 빙수 주문 가능할까요?,4
아 그럼 겨울에만 판매되는 메뉴는 있나요?,42
그럼 과일청 차 2개만 추천 부탁드릴게요,11
혹시 차류도 시원하게 되나요?,8
그럼 영귤차 하나 자몽차 하나씩 테이크아웃할게요,11
주문해도 되죠,0
메뉴판에 있는 것 모두 주문 가능한가요?,42
딸기 라테 주세요,42
라지로 따뜻한 음료 가능한가요?,0
그럼 그렇게 해주세요,65
새로운 음료가 출시되었다고 들었는데요,0
다른 사람들의 평이 어떤가요?,71
아 그러면 새로운 메뉴로 2잔 부탁드려요,71
혹시 음료 말고 다른 디저트 제공도 되나요?,0
당근 케이크로 부탁드릴게요,41
아메리카노 주문 가능한가요?,0
뜨겁지 않게 해주실 수 있나요?,42
여기 밀크티는 얼마에요?,65
그럼 밀크티도 한잔 주세요,24
현금영수증 해주세요,0
카페라테 가격이 얼마에요?,3
네,24
아이스 캐러멜 마키아토는요?,24
아이스 캐러멜 마키아토 하나 주세요,24
네,0
메뉴판에 없는 것도 주문 가능할까요?,4
그러면 캐러멜 라테 한 잔 주세요,42
사이즈 별로 가격이 어떻게 되나요?,0
그럼 라지 사이즈로 주세요,24
아니요 마시고 갈 거예요,28
혹시 메뉴판 주실 수 있나요?,26
혹시 커피 안 들어간 메뉴 있나요?,75
아 여기 있네요,11
그럼 녹차라테 하나 주세요,11
아니요 뜨거운 걸로 주세요,0
당근 케이크 지금 남아있나요?,0
아이스 카페라테 한 잔이랑 당근 케이크 하나 주세요,11
포인트 적립 가능한가요?,0
삼성 파이로 결제 가능하죠?,2
당근 케이크는 따로 결제할 수 있나요?,31
레귤러 사이즈 아메리카노와 베이글 하나 주세요,83
어디서 온 커피가 있나요?,0
그럼 콜롬비아 하나 주세요,11
무엇을요?,60
네 데워주세요,11
여기는 커피만 파나요?,7
차 종류는 어떤 게 있나요?,11
레몬티는 단 음료인가요?,11
그럼 아이스로는 되나요?,11
아이스 레몬 티로 세 잔 포장해주세요,65
블루베리 치즈케이크 주세요,0
아니요 포장해주세요,0
27개 주세요,26
아니요 현금영수증 해주세요,0
쿠폰도 찍어주세요,3
라테 아이스로 주세요,2
3번 펌핑해주세요,0
케이크는 어떤 종류가 있나요?,0
당근 케이크 얼마에요?,11
커피랑 같이 주세요,24
달콤한 커피는 어떤 종류가 있죠?,0
캐러멜 마키아토로 주세요,11
네 맞습니다,0
아니요 빼주세요,0
테이크아웃으로 부탁드립니다,0
아이스 아메리카노 하나 주세요,26
그러면 자몽 주스 하나로 부탁드릴게요,0
라지 사이즈로 주세요,0
클럽 샌드위치도 하나 주세요,0
여기 카드요,0
아이스 아메리카노 한 잔에 얼마인가요?,4
블루베리 머핀은 얼마인가요?,24
아이스 아메리카노랑 블루베리 머핀 주세요,24
시럽은 어느 쪽에 있나요?,0
머핀 데워주실 수 있으세요?,39
텀블러 구입하려고 하는데 기프티콘으로도 결제가 가능한가요?,7
아이스 카페모카 한 잔에 얼마예요?,5
포인트 적립이 2배인 케이크는 어떤 건가요?,24
기프티콘으로 결제하고 나머지 차액은 이 카드로 결제해주세요,11
가지고 갈 거니까 커피랑 케이크는 포장해주세요,9
아메리카노 있나요?,26
머핀은 얼마인가요?,11
세트 구성은 없나요?,24
아이스 아메리카노랑 머핀 포장되나요?,11
포장해주세요,38
지금 주문 변경 가능한가요?,26
아이스 아메리카노에서 따뜻한 아메리카노로 바꿔주실 수 있나요?,56
혹시 테이크아웃 말고 머그잔으로 바꿔주실 수 있나요?,56
사이즈 변경도 가능한가요?,67
제일 큰 사이즈로 바꿔주세요,28
카페모카 한잔 주세요,28
조금만 올려주세요,0
조각 케이크도 있나요?,0
생크림 케이크 한 조각도 같이 주세요,11
네,0
조각 케이크 포장되나요?,26
그럼 판 케이크 구매 후 조각 케이크로 포장도 가능한가요?,38
네 괜찮습니다 스트로베리 판케잌 6조각으로 해서 개별 포장 부탁드립니다,38
포장되었나요?,26
얼마인가요,38
카페라테 우유 종류변경 가능한가요?,24
선택 가능한 우유 종류는 어떻게 되나요?,44
변경 시 추가 비용은 발생하지 않나요,44
두유로 아이스 카페라테 한잔 부탁드립니다,24
네 레귤러 사이즈로 해주시고 시럽은 빼주세요,0
콜드브루 라테 되나요?,0
휘핑크림 올려주실 수 있나요?,42
혹시 컵 두개로 나눠서 담아주실 수 있나요?,40
휘핑크림은 추가 금액 붙나요?,84
사이즈는 뭐 있나요?,24
차 요 앞에 대 놔둬 되죠?,25
아이스 아메리카노 하나 주시겠어요?,57
사이즈 제일 작은 게 뭐죠?,0
그걸로 주시고 결제는 현금으로 해주시고 현금영수증 되죠?,25
어디에 눌러야 되죠?,3
캐러멜 프라푸치노 얼마예요?,3
샌드위치는 뭐가 제일 맛있나요?,24
튜너 샌드위치도 2개 주세요,8
마카롱 네 개 포함해서 같이 주세요,0
이 카드로 계산하고 영수증 주세요,0
아이스 아메리카노 주세요,47
아니요 사이즈 업 부탁드려요,0
통신사 할인받을게요,28
치즈 조각 케이크 있나요?,13
얼마인가요?,11
아이스 아메리카노 가격이 얼마인가요?,24
저는 톨 사이즈로 먹습니다,24
샷 추가하려면 얼마를 내야 하나요?,0
그럼 아이스 아메리카노 샷 추가해서 주세요,24
아니요 테이크아웃하겠습니다,0
캐러멜마키아토 한 잔이랑 에스프레소 한 잔이요,26
네 부탁합니다,0
현금 계산이요,0
네 해주세요,4
네 알겠습니다,3
지금 커피 주문 가능한가요?,3
아메리카노 한 잔이요,42
샷 하나 추가에 얼마에요?,0
투 샷으로 해주세요,24
네 그렇게 해주세요,19
아이스 아메리카노 한 잔이요,0
가장 작은 사이즈 주세요,0
샷은 몇 개 들어가나요?,0
톨 사이즈는 샷이 몇 개 들어가나요?,11
그럼 톨로 주세요,11
아메리카노 한 잔 얼마에요?,28
사이즈업 되나요?,24
케이크는 뭐가 제일 맛있나요?,28
당근 케이크 한 조각 주세요,8
현금 영수증 해주세요,0
아이스 라테 하나 주세요,3
아뇨 테이크아웃이요,0
아뇨 만들어주세요,26
0246이요,4
감사합니다,4
음료 단체 주문 가능한가요?,0
오늘 오후 7시에 받으려고요,55
아이스 아메리카노 30잔 해주세요,55
CJ one 포인트 번호로 적립할게요,0
혹시 포인트 얼마나 남았나요?,2
아이스 라테 한 잔이,2
매장에서 먹고 갈 거예요,0
엘지 VIP예요,26
케이크 뭐가 잘 나가나요?,4
치즈케이크도 주세요,8
프리쿠폰 사용 가능한가요?,0
프리쿠폰으로 어떤 음료를 주문할 수 있어요?,5
사이즈는 어떤 걸로 주시는 거예요?,5
라지 사이즈는 추가 금액이 있나요?,25
그럼 따뜻한 라테 라지로 한 잔이요,24
바닐라 라테 얼마예요?,0
우유 종류 선택 가능한가요?,24
거품 적게 주실 수 있을까요?,44
휘핑 추가해주세요,11
캐리어에 담아주세요,40
아이스 아메리카노 하나 주세요,26
작은 사이즈로 주세요,0
샷은 몇 개 들어가나요?,0
하나만 넣어주세요,11
현금되죠?,19
아메리카노 두 잔 주세요,4
아뇨 매장에서 먹을 거예요,0
네 그리고 치즈케이크 한 조각 주세요,26
화장실은 어디죠?,0
화장지는 안에 있죠?,10
녹차라테 있나요?,85
네 아이스로 하나 주세요,11
그란데 사이즈요,0
네 에스프레소 휘핑크림으로 많이요,0
삼성페이 되죠?,0
카페라테 얼마에요?,31
바닐라 시럽 추가되나요?,24
샌드위치랑 음료 세트도 있나요?,39
그럼 샌드위치랑 카페라테 주세요,11
포장해주세요,0
딸기 스무디 한 잔 주세요,26
그럼 녹차 프라푸치노는 되나요?,0
초코케이크 포장되나요?,42
그럼 초코케이크랑 치즈 케이크 포장해주세요,38
네 같이 포장해주세요,0
아메리카노 한 잔에 얼마인가요?,26
이 음료는 새로 나온 음료인가요?,24
녹차라테는 얼마인가요?,71
휘핑크림이 올라가나요?,24
그럼 아이스 한 잔으로 테이크아웃 해주시겠어요?,11
주문할게요,0
아메리카노 레귤러 사이즈 하나랑요 티라미수 하나요,42
네 있어요,0
주차했는데 주차 증 발급은 어떻게 받나요?,4
일회용 컵에 주세요,78
카페라테 한 잔 주세요,26
아니요 아이스로 주세요,0
톨 사이즈로 주세요,0
네 기프티콘 되나요?,0
현금영수증 되나요,5
아메리카노 한 잔은 얼마인가요?,3
아메리카노 언제 나오나요?,24
화장실은 어디 있나요?,27
오렌지 주스는 있나요?,10
아메리카노에 샷 추가해주세요,11
아이스 바닐라 라테 얼마에요?,19
얼마나 기다려야 하나요?,24
먹고 갈 테니 머그잔에 주세요,27
카드 결제할게요,67
포인트 적립해주세요,4
아메리카노 한 잔 주세요,2
작은 사이즈로 주세요,0
샷 하나 추가해주세요,0
얼마 추가되죠?,19
시원한 걸로 해주세요,24
지금 딸기 스무디 2잔 주문 가능한가요?,65
1잔도 안 되나요?,42
그럼 딸기 에이드는 가능한가요?,42
스무디 종류 중에선 지금 어떤 것 주문되나요?,42
그러면 딸기 에이드 1잔이랑 블루베리 스무디 1잔 주세요,42
휘핑크림이 올라가는 커피가 뭐가 있죠?,0
그럼 카페모카로 한 잔 휘핑크림 가득 올려주시고 혹시 커피에 샷 추가되나요?,11
그러면 샷 추가 부탁드리고 앞에 진열된 쿠키는 얼마예요?,19
쿠키도 같이 하나 부탁드릴게요,24
네 그리고 제로 페이 가능한가요?,0
저 아메리카노 아직 안 나오나요?,31
얼마나 더 기다려야 합니까?,27
그럼 옥수수빵이랑 카푸치노 한 잔 구매할게요,27
만원 현금 되나요?,0
그럼 혹시 3천 원짜리 텀블러 있나요?,4
아메리카노 한 잔 주세요,86
아이스로 주세요,0
일회용 컵으로 주시는 건가요?,0
그럼 머그컵에 주세요,38
설탕은 어디에 있나요?,67
캐러멜마키아토 하나하고 컵케이크 한 조각 주세요,39
그란데로 주세요,0
여기서 먹을 겁니다,0
KT 멤버십 할인되나요?,26
카드하고 멤버십 카드입니다,59
아이스 아메리카노 한 잔 주세요,13
혹시 샷 추가 가능한가요?,0
샷 추가는 얼마인가요?,19
왜 무료예요?,24
샷 추가 무료 제공은 언제까지 해요?,24
커피 주문했는데 생각보다 오래 걸리네요,72
많이 바빠 보이시네요 왜 그렇게 바쁘시죠?,27
그러면 제 커피는 언제 나오는지 알 수 있을까요?,72
저 말고도 대기인원 있나요?,27
그렇게까지 기다릴 수가 없어서 주문취소할게요 주문취소 가능한가요?,72
카페인이 들어가지 않은 음료는 무엇이 있나요?,87
캐머마일 따뜻한 건 얼마인가요?,11
오미자 스파클링 음료는 얼마인가요?,24
오미자 스파클링 음료는 주문하면 얼마나 걸릴까요?,24
테이크아웃 하지 않고 먹고 가려면 어떻게 해야 하나요?,27
아이스 아메리카노 한 잔 주세요,49
그란데 사이즈로 주세요,0
라지 사이즈는 얼마에요?,0
카드로 결제할게요,24
괜찮습니다,4
그린 티 프라푸치노 한잔 주세요,4
포장해주세요,0
제 텀블러에 담아주세요,26
혹시 자바칩도 추가 가능한가요?,26
반은 갈고 반은 그냥 넣어주세요,40
자바칩 프라푸치노 얼마에요?,0
사이즈업하면 얼마에요?,24
치즈 케이크 있나요?,24
그럼 케이크도 한 조각 주세요,11
네 계산해주세요,0
창가 쪽 자리 있나요?,4
아메리카노 따듯한 걸로 두 잔 주세요,22
오실 때 얼음 넣은 물 한 컵 부탁드려요,0
시럽이나 설탕 있나요,66
아메리카노 리필되나요,39
초코 바나나 스무디 되나요?,88
얼마인가요?,42
초코 바나나 스무디 하나 주세요,24
네 올려주세요,0
네 먹고 갈 거예요,0
여기 아메리카노 기프티콘 사용 가능한가요?,26
아메리카노 한잔하고 치즈 케이크 하나 주시겠어요?,5
그러면 케이크 뭐 남았나요?,0
티라미슈 케이크로 주세요,11
케이크는 카드로 결제 부탁드릴게요,0
음료 사이즈는 뭐 뭐 있나요?,4
그럼 아이스 아메리카노 라지 사이즈 샷 추가해주세요,25
마시고 갈게요,0
마시다가 나가야 하면 어떻게 하나요?,67
와이파이 비밀번호는 어디에 있어요?,38
커피 원두 종류가 어떻게 되나요?,15
우유 종류도 고를 수 있을까요?,11
그럼 아메리카노 주세요,11
네,0
아니요 테이크 아웃 잔에 주세요,0
아이스 아메리카노 바로 되나요?,26
얼음은 갈아서 주세요,42
레귤러로 부탁드립니다,77
쿠폰도 찍어주세요,0
빨대는 안 주셔도 돼요,2
아이스 아메리카노 한잔 얼마예요?,89
샷 추가되나요?,24
요즘 제일 잘나가는 케이크는 뭐예요?,19
그럼 치즈케이크 하나 주세요,8
포인트 적립되나요?,0
아이스 카페모카 하나 주세요,2
휘핑크림은 빼주세요,0
없어요,0
테이크아웃이요,0
아니요 포인트 없어요,26
바닐라라테 있나요?,4
그럼 비슷한 맛의 커피가 있나요?,11
가격은 얼마인가요?,8
아이스 딜라이트 라테로 한 잔 주세요,24
현금으로 계산 가능한가요?,0
아이스 아메리카노 한 잔 주세요,4
리필 가능한가요?,0
제 텀블러에 담아주세요,88
네 부탁드려요,1
영수증은 버려주세요,1
우유를 두유로 변경 가능한가요?,69
카페라테에 두유로 변경해서 주세요,44
톨 사이즈로 주세요,44
아니요,0
현금영수증 해주세요,0
이 매장에서 블랙 슈거 버블티를 파나요?,3
그럼 아이스초코에 샷 추가되나요?,11
포인트 있는데 포인트로 결제되나요?,19
포인트로 결제한 것도 적립이 되나요?,5
준비되면 이 번호로 문자를 주실 수 있나요?,2
디카페인 커피 있나요?,72
그럼 라테를 디카페인으로 해주세요,11
아뇨 아이스로 해주세요,0
티라미슈 한 조각엔 얼마예요?,0
티라미슈도 하나같이 주세요,24
아이스크림 주문 가능한가요?,0
디카페인 커피 주문 가능한가요?,42
카페모카 위에 휘핑크림 빼고 주세요,42
조각 케이크 말고 홀 케이크도 있나요?,0
커피는 텀블러에 담아주세요,11
커피 테이크아웃 가능할까요?,1
혹시 디카페인도 있나요?,38
아메리카노 2잔 카페라테 2잔 디카페인으로 테이크아웃해주세요,11
네 티슈도 넉넉하게 챙겨주세요,0
아니요 두 잔 다 그냥 주세요,46
주문해도 될까요?,0
초코 라테 1개 아메리카노 5잔이요,42
전부 라지로 주세요,0
아니요 계산은 현금으로 할게요,0
포장인데 앉아있어도 되죠?,4
카페라테 하나 주세요,49
따뜻한 걸로 주세요,0
이 모바일 쿠폰 사용 가능한가요?,0
안 되면 카드 결제로 할게요,5
현금영수증도 해주세요,4
아메리카노 얼마에요?,3
포인트 적립 가능해요?,24
할인되는 카드 있나요?,2
아가 먹을 음료도 있나요?,59
포장 가능하죠?,8
여기 쿠폰 사용 가능한가요?,38
이게 아메리카노 무료 쿠폰인데 다른 음료로 변경되나요?,5
그러면 슈크림 라테로 주세요,43
톨로 주세요,0
쿠폰은 여기 있습니다,0
여기 몇 시까지 영업하나요?,90
아이스 카페모카 하나 주세요,33
네 많이 올려주세요,0
아니오 테이크아웃 할 거예요,0
아이스는 더 비싼가요?,26
아이스 카페라테 한 잔에 얼마인가요?,24
샷 추가하는데 추가 가격이 있나요?,24
시럽 추가 혹시 가능한가요?,24
바닐라 시럽 추가되나요?,39
바닐라 라테 아이스로 한 잔 주세요,39
아메리카노 한 잔 주세요,0
차가운 걸로 주세요,0
제일 큰 거로 주세요,0
매장에서 먹고 갈 거예요,0
여기요,26
아이스 아메리카노 한잔 주세요,4
어떤 종류 사이즈가 있나요?,0
라지로 주세요,25
카드 결제할게요,28
여기 찍어주세요,4
지금 주문 가능한가요?,4
디카페인 콜드브루 있나요?,42
다른 디카페인 메뉴 좀  추천해주세요,11
그럼 카페라테 디카페인으로 한 잔 주세요,8
카카오페이 가능하죠?,0
아이스 아메리카노 2잔에 얼마인가요?,31
초코케이크는요?,24
그러면 아이스 아메리카노 2잔과 초코케이크 1개 네이버 파이로 결제 가능한가요?,24
네 그러면 결제해주세요,31
여기서 먹고 가려고요,31
돌체 라테 한 잔에 얼마에요?,26
디카페인으로 가능한가요?,24
그럼 아이스로 한잔 주세요,11
제 텀블러에 담아주시면 할인되죠?,65
네 제 텀블러에 담아주시고 결제하고 현금영수증 처리할게요,30
주문할게요,3
아이스 아메카노 한잔 주세요~,42
베이글도 하나 주세요,0
네 추가해주세요,0
빨리 부탁드려요,0
아이스 아메리카노 2잔 주세요,91
혹시 삼성 파이로 결제 가능해요?,0
그럼 이걸로 결제해 주세요,31
아 혹시 포인트 적립돼요?,31
얼마나 쌓였어요?,2
옆 가게에서 국수 안 먹으면 할인 안되죠?,2
케이크 같은 것도 있어요?,59
저 음료는 커피 들어있나요?,11
이건 보리찰떡인가요?,11
보리찰떡 하나 하고 아메리카노 한 잔 주세요,11
예 따뜻하게 주세요,0
네 먹고 갈게요,0
시나몬 조금 뿌려주세요,26
남은 거 좀 싸줄 수 있어요?,40
네 작은 컵에 담아주세요,38
빵은 여기서 만든 거에요?,26
초코라떼 있어요?,11
네 맞아요,42
쌀라떼는 뭐에요?,0
곡물라떼 사진은 어디있어요?,11
곡물라떼 따뜻해요?,75
곡물라떼 얼만데요?,11
티바나는 뭐에요?,24
메뉴판 두 번째 메뉴는?,11
블루베리 머핀하고 플래시 구콘 주세요,11
네 따뜻하게 해주실 수 있나요?,0
카드는 기계에 꽂는게 맞나요?,65
쉬는 날이 없어요?,53
주말에는 자리가 없죠?,92
원두를 좀 많이 태우나요?,22
모든 메뉴를 강하게 로스팅해요?,11
행사 같은 건 안 하나요?,11
회원카드는 얼마에 사용 가능한가요?,72
회원카드는 충전해서 사용하는거에요?,2
회원비는 있나요?,2
회원카드를 많이 쓰면 혜택이 있나요?,2
테이크아웃 해주세요,2
커피 종류 테이크아웃하면 더 싸요?,26
카라멜 마끼아또는 뭐에요?,24
카라멜 소스를 위에 올려주나요?,11
카라멜 마끼아또 엄청 달겠네요?,11
핑크 솔트 비엔나는 소금이 들어갔다는 거에요?,11
핑크 솔트비엔나에 우유도 들어가요?,11
카라멜 마끼아또 포장 해주실래요?,11
카라멜 마끼아또 따듯하게 해도 되나요?,38
스몰사이즈로 우유가 안 들어간게 아메리치노인가요?,65
아메리치노가 무슨 말이에요?,11
스몰보다 더 작은 사이즈는 없나요?,11
유자차 따뜻하게 스몰사이즈로 마시고 갈게요,25
할인이랑 적립은 어떤 카드가 되죠?,0
통신사 할인은 안되나봐요?,59
그냥 결제해주세요,59
사장님 여기 찬물 조금만 떠주세요,4
판매용 더치커피는 없어요?,66
카페 용품은 이게 다에요?,93
몇 시까지 해요?,86
샤케라또가 뭐에요?,33
샤케라또는 아이스네요?,11
아포가토는?,11
아메리카노 주세요,11
네 따뜻하게 해주세요,0
마시던거 싸주실 수 있어요?,0
형광커피가 뭐예요?,38
형광커피는 아이스네요?,11
칵테일도 있어요?,11
로스팅은 얼마나 해요?,11
적립도 되나보네요?,11
여기 체인점이에요?,2
메뉴 글씨가 너무 작아요,94
아메리카노 주세요,95
네 테이크아웃으로 주세요,0
영수증 주세요,26
헤이즐넛도 시럽이에요?,47
음료에 카라멜 시럽을 넣기도 해요?,11
카라멜 시럽 넣어주실 수 있어요?,11
테이크아웃은 더 싼가요?,39
아메리카노 뜨거운 걸로 하나 주세요,24
더치커피도 있어요?,0
텀블러 가져오면 할인해주시나요?,93
카카오페이도 돼요?,30
삼성페이는 되고요?,31
그냥 결제해주세요,31
여기 샷이 몇 개에요?,4
저는 한 샷 반 정도가 좋은 거 같아요,11
이게 몇 미리죠?,19
카페 생긴 지 얼마나 됐나요?,25
원두는 로스팅 된 거 사 오시나요?,45
신세계 포인트 사용이 되어있는데 신세계랑 관련이 있어요?,11
아메리카노 제일 작은 사이즈가 뭐에요?,94
아이스 아메리카노 숏사이즈로 돼요?,25
톨 사이즈로 아이스 아메리카노 하나 주세요,25
오늘의 커피는 뭐에요?,0
라떼 작은 거 하나 주세요,11
네 맞아요,0
네 먹고 갈거에요,0
여기 샌드위치 있나요?,26
샌드위치 데워주기도 하나요?,11
신세계 상품권으로도 결제 되나요?,7
일반영수증 하나 주세요,4
라떼에 시럽 한 번만 넣어주세요,47
자리는 아무 데나 앉으면 돼요?,39
허니 바게트빵 이거는 뭐에요?,22
데워 주는 거죠?,11
카푸치노 와플도 있는데 이건 커피 맛이 나나 봐요?,7
밖에 프라이팬은 뭐예요?,11
새로운 게 먹고 싶은데 카모마일은 차 종류 맞나요?,11
아이스 아메리카노 한 잔 주세요 ,11
카페 비엔나는 달아요?,0
따뜻한 아메리카노 위에 휘핑이 올라가요?,11
카페 비엔나 한 잔 주세요,11
네 여기서요,0
쿠키슈는 안에 뭐가 들어있는 거예요?,26
밀크티 라떼 따뜻한 음료라고 했죠?,11
밀크티 라떼랑 카페라떼랑 뭐가 달라요?,11
사진에 있는 게 밀크티 라떼죠?,11
영수증 주시면 안 될까요?,11
햄 치즈 크로와상 데워 주실 수 있나요?,47
아니요 여기서 먹으려고 하는데요,7
아이스 아메리카노 사이즈업 해주실 수 있나요?,49
네,28
혹시 여기 주차했는데 뭐 되나요?,28
여기 물은 어디 있어요?,57
혹시 여기 작은 컵 있나요?,54
물티슈랑 냅킨 두 개 줄 수 있어요?,96
음료 리필은 돼요?,46
나중에 오면 리필 할 수 있나요?,88
주문은 카운터에서 하면 돼요?,88
제가 해피머니에서 요기요 아이스 아메리카노 선물 받았는데 사용가능한가요?,42
네 결제해 주세요,5
네 없어요,4
네 여기서 먹을 거예요,4
아뇨 사이즈업은 천이백원을 더 내야하나요?,26
커피 꿀복숭아 망고는 뭐예요?,28
카페라떼 따뜻한 거 작은 사이즈로 주세요,11
적립은 번호 찍을게요,0
니트로커피가 뭐예요?,2
와플은 하는데 시간이 좀 걸려요?,11
번에 치즈가 들었어요?,27
번은 따뜻하게 데워주는 거죠?,11
오리지널이 천구백원 맞죠?,7
커피 가루인데 카페라떼로 되어있는 거 있나요?,24
텀블러 같은 거 팔아요?,93
커피 남은거 종이컵에 담아가도 되죠?,86
메뉴판 어디 있어요?,38
딸기라떼에는 뭐가 들어있어요?,95
콜드브루 아인슈페너는 뭔데요?,11
시원한 음료 종류는 어디 있어요?,11
아이스티도 시원하죠?,11
아이스티 한 잔만 주세요,11
주차장은 가게 맞은편 맞나요?,0
카카오페이 결제 돼요?,57
나중에 친구들하고 모임 할 예정인데 애완견 데리고 와도 돼요?,31
콜드브루 파는 거에요?,97
물에 타 먹으면 되는 거죠?,11
고소한 원두 한 병 주세요,11
샷 한 번만 넣으면 되나요?,0
내가 라떼를 좋아하는데 어떤 원두가 괜찮을까요?,11
아무래도 향이 더 진할 텐데 잘 어울릴까요?,98
로얄 밀크티는 뭐에요?,98
커피가 들어간 거에요?,11
베리민트는요?,11
맛은 똑같은 거에요?,11
아트라떼는 솔티치즈랑 다르게 커피가 들어가는 건가요?,11
솔티치즈 카페라떼 하나만 주세요,11
네 따뜻한 걸로 주세요,0
주차 잠깐 해도 돼요?,0
그럼 세울 데는 없어요?,57
주차 단속은 안하려나?,57
많이 안 달죠?,57
커피 말고는 뭐 있어요?,11
어떤 게 잘 나가요?,11
망고는 뭐에요?,8
블루베리 주스 잘 나가요?,11
블루베리 주스 한 잔 주세요,11
영수증 하나만 주세요,0
곡물 라떼는 뭐 들어가요?,47
블루베리 주스에는 시럽 들어가요?,11
시럽 조금만 넣어주세요,11
사장님 냉동 블루베리에 시럽만 넣었죠?,39
오늘은 몇 시까지 해요?,11
돌체라떼인가 연유 들어가는거 있어요?,33
연유 말고 또 뭐 들어가요?,11
아메리카노 하나 따뜻한 걸로 주세요,11
네,0
네 톨사이즈로 주세요,0
아메리카노 많이 뜨거워요?,0
주차는 가게 앞에 하면 돼요?,11
은색 텀블러 얼마에요?,57
사장님 커피 메뉴판 어딨어요?,24
사장님 허니 브래드는 직접 만드신거에요?,95
수제와플이랑 토스트랑 케이크 중에 어떤 게 잘 나가요?,11
수제와플 하나 주세요,8
네 사장님 차는 어디 세우고 들어오면 돼요?,0
사장님 더치커피는 이 큰병에 만삼천 원이에요?,57
핸드드립이랑 콜드브루는 뭐가 달라요?,24
핸드드립커피 주세요,11
비 따뜻한거 한잔이랑 콜드브루로 주세요,0
콜드브루는 따뜻한 거에요?,0
여기 톰과 제리 치즈 모양 생긴게 치즈 케이크인가요?,11
